117	MORATA	中锋		马德里竞技	西甲	西班牙	189	85	27	右脚	85	28	91	86	83	83	79	78	73	84	90	64	78	86	79	81	88	80	70	75	47	45	60	40	40	40	40	40	2	3	6	1	MORATA_中锋_85
118	ALEX SANDRO	左后卫		尤文图斯	意甲	巴西	180	80	28	左脚	85	27	92	73	80	82	79	80	81	64	76	64	77	85	83	82	78	79	76	85	73	76	80	40	40	40	40	40	2	3	5	2	ALEX SANDRO_左后卫_85
119	ALLAN	中前卫		那不勒斯	意甲	巴西	175	74	28	右脚	85	27	91	73	82	82	80	83	75	73	60	60	64	78	82	75	72	82	86	93	86	89	92	40	40	40	40	40	2	2	8	3	ALLAN_中前卫_85
120	İ. GÜNDOĞAN	中前卫		曼城	英超	德国	180	80	29	右脚	85	26	91	76	87	86	83	89	82	70	60	77	80	76	80	77	68	74	84	80	78	69	73	40	40	40	40	40	3	3	6	1	İ. GÜNDOĞAN_中前卫_85
121	F. THAUVIN	右前卫		马赛	法甲	法国	179	70	26	左脚	85	29	91	83	86	87	86	83	84	82	75	78	82	82	87	83	71	75	85	80	54	52	64	40	40	40	40	40	2	2	6	2	F. THAUVIN_右前卫_85
122	IAGO ASPAS	中锋		维戈塞尔塔	西甲	西班牙	176	67	32	左脚	85	25	91	88	83	88	86	80	70	87	73	78	81	77	85	79	69	62	82	74	49	57	69	40	40	40	40	40	1	1	7	1	IAGO ASPAS_中锋_85
123	M. DEPAY	中锋		里昂	法甲	荷兰	176	78	25	右脚	85	32	92	81	86	87	88	81	76	82	63	86	87	87	90	85	71	74	82	75	49	53	75	40	40	40	40	40	2	3	6	2	M. DEPAY_中锋_85
124	A. ROMAGNOLI	中后卫		AC米兰	意甲	意大利	188	78	24	左脚	85	33	92	64	73	69	68	77	75	62	85	61	65	78	74	73	87	86	73	83	89	86	86	40	40	40	40	40	2	2	6	3	A. ROMAGNOLI_中后卫_85
125	J. PICKFORD	门将		埃弗顿	英超	英格兰	185	77	25	左脚	85	32	91	44	60	43	45	60	65	42	60	60	48	64	65	80	85	80	75	60	46	50	72	89	89	95	94	91	2	3	6	2	J. PICKFORD_门将_85
126	J. STONES	中后卫		曼城	英超	英格兰	188	70	25	右脚	85	32	92	64	81	73	84	82	76	59	86	60	68	76	72	72	85	82	79	83	87	87	85	40	40	40	40	40	2	2	6	2	J. STONES_中后卫_85
127	JOÃO CANCELO	右后卫		曼城	英超	葡萄牙	182	74	25	右脚	85	32	93	75	83	84	83	77	80	65	65	67	73	87	85	78	74	73	78	86	73	75	75	40	40	40	40	40	3	3	6	2	JOÃO CANCELO_右后卫_85
128	CARVAJAL	右后卫		皇家马德里	西甲	西班牙	173	73	27	右脚	85	28	93	67	80	79	77	80	83	54	65	61	81	85	82	72	77	76	77	87	86	84	83	40	40	40	40	40	1	1	5	1	CARVAJAL_右后卫_85
129	J. GIMÉNEZ	中后卫		马德里竞技	西甲	乌拉圭	185	80	24	右脚	85	33	92	60	69	67	70	74	67	57	85	62	59	79	75	81	90	88	68	84	86	89	86	40	40	40	40	40	1	2	6	1	J. GIMÉNEZ_中后卫_85
130	N. FEKIR	前腰		皇家贝蒂斯	西甲	法国	173	72	26	左脚	85	29	92	84	89	90	90	79	77	82	60	82	81	80	86	85	49	78	89	77	44	51	73	40	40	40	40	40	2	3	6	1	N. FEKIR_前腰_85
131	D. ZAPATA	中锋		亚特兰大	意甲	哥伦比亚	189	88	28	右脚	85	27	92	85	82	78	83	74	60	86	85	66	74	86	78	85	82	93	71	79	54	50	76	40	40	40	40	40	2	3	6	3	D. ZAPATA_中锋_85
132	L. GORETZKA	中前卫		拜仁慕尼黑	其它欧洲	德国	189	79	24	右脚	85	33	93	75	85	83	78	85	79	73	86	78	77	83	80	82	81	85	80	85	73	77	72	40	40	40	40	40	2	2	6	1	L. GORETZKA_中前卫_85
133	BRUNO FERNANDES	前腰		曼联	英超	葡萄牙	179	75	25	右脚	85	32	92	80	86	85	81	87	84	77	61	83	85	79	81	89	62	69	79	85	65	59	71	40	40	40	40	40	2	2	6	3	BRUNO FERNANDES_前腰_85
134	LUIS ALBERTO	中前卫		拉齐奥	意甲	西班牙	182	70	27	右脚	85	28	92	78	90	84	89	91	88	75	60	81	86	76	79	82	60	66	75	83	54	55	61	40	40	40	40	40	3	3	6	2	LUIS ALBERTO_中前卫_85
135	J. VARDY	中锋		莱斯特城	英超	英格兰	179	74	32	右脚	85	25	91	88	79	79	82	70	65	87	77	72	70	88	87	86	77	73	76	80	58	55	87	40	40	40	40	40	3	3	7	2	J. VARDY_中锋_85
136	A. ROBERTSON	左后卫		利物浦	英超	苏格兰	178	64	25	左脚	85	32	93	71	78	77	79	78	84	60	64	60	81	88	85	77	64	70	72	92	82	84	90	40	40	40	40	40	1	2	6	3	A. ROBERTSON_左后卫_85
137	L. HERNANDEZ	中后卫		拜仁慕尼黑	其它欧洲	法国	182	76	23	左脚	85	34	93	65	78	75	75	77	75	57	84	61	75	84	86	75	88	81	80	84	87	85	86	40	40	40	40	40	1	1	5	1	L. HERNANDEZ_中后卫_85
138	ARTHUR	中前卫		巴塞罗那	西甲	巴西	171	73	23	右脚	85	34	93	73	85	83	84	87	85	73	63	77	84	76	81	79	66	72	85	84	72	75	74	40	40	40	40	40	2	3	6	2	ARTHUR_中前卫_85
139	GABRIEL JESUS	中锋		曼城	英超	巴西	175	73	22	右脚	85	39	95	88	84	85	81	74	65	85	75	70	74	85	88	79	80	70	90	84	47	51	75	40	40	40	40	40	2	3	6	2	GABRIEL JESUS_中锋_85
140	G. DONNARUMMA	门将		AC米兰	意甲	意大利	196	76	20	右脚	85	47	93	40	60	51	51	61	60	40	72	60	56	62	69	81	80	81	70	72	63	65	55	91	90	89	96	92	2	2	7	3	G. DONNARUMMA_门将_85
141	MIKEL OYARZABAL	左边锋		皇家社会	西甲	西班牙	181	78	22	左脚	85	39	94	86	90	88	87	82	80	86	63	74	81	75	78	80	59	66	87	80	55	62	53	40	40	40	40	40	1	3	7	2	MIKEL OYARZABAL_左边锋_85
142	RODRI	后腰		曼城	英超	西班牙	191	82	23	右脚	85	34	93	65	84	72	85	88	85	64	76	64	61	77	75	84	75	80	72	87	88	89	86	40	40	40	40	40	2	2	6	3	RODRI_后腰_85
143	T. ALEXANDER-ARNOLD	右后卫		利物浦	英超	英格兰	175	69	21	右脚	85	41	94	70	80	79	81	80	85	65	63	82	85	83	83	80	75	68	81	83	78	81	77	40	40	40	40	40	2	2	6	2	T. ALEXANDER-ARNOLD_右后卫_85
144	N. SÜLE	中后卫		拜仁慕尼黑	其它欧洲	德国	195	97	24	右脚	85	33	92	63	70	66	63	75	72	60	92	60	66	76	71	85	83	91	70	76	86	88	90	40	40	40	40	40	2	2	6	2	N. SÜLE_中后卫_85
145	G. BUFFON	门将		尤文图斯	意甲	意大利	191	83	41	右脚	84	13	86	40	60	51	49	60	62	40	70	60	56	54	50	80	77	83	64	60	54	55	51	97	85	87	89	89	2	2	7	3	G. BUFFON_门将_84
146	V. KOMPANY	中后卫		安德莱赫特	比甲	比利时	193	85	33	右脚	84	25	91	59	72	65	70	75	73	57	89	62	64	72	67	83	81	91	62	72	93	90	91	40	40	40	40	40	2	2	6	1	V. KOMPANY_中后卫_84
147	K. SCHMEICHEL	门将		莱斯特城	英超	丹麦	189	89	33	右脚	84	25	89	44	55	46	49	58	61	44	60	55	43	68	67	66	70	82	67	55	51	52	55	89	89	90	96	93	2	2	5	2	K. SCHMEICHEL_门将_84
148	F. RIBÉRY	左边锋		佛罗伦萨	意甲	法国	170	72	36	右脚	84	20	90	78	87	88	90	83	79	80	60	82	85	79	84	78	65	67	87	73	54	55	73	40	40	40	40	40	3	3	6	1	F. RIBÉRY_左边锋_84
149	JOÃO MOUTINHO	中前卫		沃尔夫汉普顿流浪	英超	葡萄牙	170	61	33	右脚	84	25	90	75	85	81	76	86	85	74	70	81	85	69	71	77	76	66	85	82	74	74	73	40	40	40	40	40	2	3	5	2	JOÃO MOUTINHO_中前卫_84
150	F. QUAGLIARELLA	中锋		桑普多利亚	意甲	意大利	180	79	36	右脚	84	20	89	87	83	78	80	76	74	86	77	80	80	72	76	86	75	79	77	80	55	51	62	40	40	40	40	40	3	3	7	3	F. QUAGLIARELLA_中锋_84
151	S. SIRIGU	门将		都灵	意甲	意大利	192	80	32	右脚	84	26	90	40	59	53	51	61	67	40	70	55	45	65	66	84	77	80	63	60	55	51	48	92	88	91	95	91	1	1	8	2	S. SIRIGU_门将_84
152	M. BENATIA	中后卫		自由球员	自由球员	摩洛哥	190	88	32	右脚	84	26	91	60	72	68	65	75	70	60	87	55	65	79	74	77	84	90	62	78	91	90	90	40	40	40	40	40	2	2	6	2	M. BENATIA_中后卫_84
153	M. HAMŠÍK	中前卫		大连一方	中超	斯洛伐克	183	79	32	右脚	84	26	90	79	84	82	77	85	84	78	77	75	82	78	80	85	77	80	74	77	64	71	82	40	40	40	40	40	2	4	6	3	M. HAMŠÍK_中前卫_84
154	Ł. FABIAŃSKI	门将		西汉姆联	英超	波兰	190	83	34	右脚	84	24	89	45	55	46	48	55	57	43	60	55	48	67	66	76	82	75	66	55	51	47	50	93	94	81	96	91	2	2	7	2	Ł. FABIAŃSKI_门将_84
155	D. PAYET	左边锋		马赛	法甲	法国	175	77	32	右脚	84	26	90	80	88	84	85	85	89	76	62	91	90	76	78	82	64	73	83	76	46	47	45	40	40	40	40	40	3	4	5	1	D. PAYET_左边锋_84
156	RUI PATRÍCIO	门将		沃尔夫汉普顿流浪	英超	葡萄牙	190	84	31	左脚	84	27	89	40	55	47	47	55	60	42	60	55	45	69	71	83	83	82	70	63	45	42	52	92	89	83	92	92	2	2	7	3	RUI PATRÍCIO_门将_84
157	S. RUFFIER	门将		圣埃蒂安	法甲	法国	188	93	33	右脚	84	25	89	40	55	46	45	55	59	40	70	55	48	56	58	81	77	82	63	60	48	47	49	91	89	87	92	91	1	2	6	3	S. RUFFIER_门将_84
158	LUCAS LEIVA	后腰		拉齐奥	意甲	巴西	179	74	32	右脚	84	26	91	72	84	76	81	83	82	68	77	66	68	71	75	78	72	73	80	86	85	85	88	40	40	40	40	40	2	2	6	1	LUCAS LEIVA_后腰_84
159	G. WIJNALDUM	中前卫		利物浦	英超	荷兰	175	69	29	右脚	84	27	91	78	83	83	85	84	77	72	75	70	74	81	79	79	88	74	82	85	72	75	76	40	40	40	40	40	2	2	5	2	G. WIJNALDUM_中前卫_84
160	Y. SOMMER	门将		自由球员	自由球员	瑞士	183	79	31	右脚	84	27	90	40	55	50	53	57	61	40	63	55	54	58	59	80	86	80	67	61	56	55	55	91	90	92	95	86	2	2	6	3	Y. SOMMER_门将_84
161	I. PERIŠIĆ	左前卫		拜仁慕尼黑	其它欧洲	克罗地亚	186	80	30	左脚	84	27	91	83	84	83	83	81	80	80	78	75	77	86	83	83	82	76	75	86	62	57	64	40	40	40	40	40	3	4	6	2	I. PERIŠIĆ_左前卫_84
162	O. GIROUD	中锋		切尔西	英超	法国	192	88	33	左脚	84	25	90	85	85	72	67	78	69	84	92	75	75	66	64	84	86	92	67	74	57	57	78	40	40	40	40	40	2	3	6	2	O. GIROUD_中锋_84
163	N. MATIĆ	后腰		曼联	英超	塞尔维亚	194	84	31	左脚	84	27	91	67	79	74	75	85	83	65	82	68	70	76	72	83	74	87	62	85	87	87	82	40	40	40	40	40	2	2	6	3	N. MATIĆ_后腰_84
164	J. HENDERSON	中前卫		利物浦	英超	英格兰	182	67	29	右脚	84	27	91	75	81	80	84	85	84	68	69	75	81	75	72	83	79	80	73	84	80	85	87	40	40	40	40	40	2	2	6	1	J. HENDERSON_中前卫_84
165	L. KOSCIELNY	中后卫		波尔多	法甲	法国	186	75	34	右脚	84	24	90	56	72	66	69	76	71	58	86	60	58	79	78	72	87	82	71	78	90	89	88	40	40	40	40	40	2	2	4	1	L. KOSCIELNY_中后卫_84
166	M. PERIN	门将		热那亚	意甲	意大利	194	85	27	右脚	84	29	89	52	58	56	52	62	65	50	70	55	52	66	66	78	84	82	65	66	50	52	50	91	88	87	90	89	2	2	5	1	M. PERIN_门将_84
167	N. OTAMENDI	中后卫		曼城	英超	阿根廷	183	81	31	右脚	84	27	91	61	69	68	71	76	74	60	88	58	61	73	68	70	90	89	70	80	87	89	90	40	40	40	40	40	2	2	6	3	N. OTAMENDI_中后卫_84
168	ANTHONY LOPES	门将		里昂	法甲	葡萄牙	184	81	29	左脚	84	27	89	46	61	57	53	64	59	46	61	55	54	62	68	78	89	75	64	68	65	61	59	93	88	90	94	85	2	2	5	3	ANTHONY LOPES_门将_84
169	R. NAINGGOLAN	中前卫		卡利亚里	意甲	比利时	176	77	31	右脚	84	27	91	77	81	79	81	83	80	76	62	67	70	76	78	84	74	77	80	90	78	84	85	40	40	40	40	40	3	3	7	3	R. NAINGGOLAN_中前卫_84
170	N. TAGLIAFICO	左后卫		阿贾克斯	荷甲	阿根廷	172	65	27	左脚	84	29	91	76	77	76	76	75	73	69	82	64	77	82	81	76	89	72	78	84	74	76	86	40	40	40	40	40	3	3	7	2	N. TAGLIAFICO_左后卫_84
171	W. BEN YEDDER	中锋		摩纳哥	法甲	法国	170	68	29	右脚	84	27	91	87	84	86	86	75	67	85	68	68	73	78	83	76	73	72	84	79	55	51	63	40	40	40	40	40	4	3	7	3	W. BEN YEDDER_中锋_84
172	D. TADIĆ	中锋		阿贾克斯	荷甲	塞尔维亚	181	76	31	左脚	84	27	90	83	85	84	84	83	81	83	67	78	82	77	79	79	70	73	88	77	54	55	73	40	40	40	40	40	1	2	5	3	D. TADIĆ_中锋_84
173	G. XHAKA	后腰		阿森纳	英超	瑞士	186	80	27	左脚	84	29	91	77	83	72	69	86	87	66	66	82	78	65	63	92	66	79	72	84	73	74	92	40	40	40	40	40	1	2	4	2	G. XHAKA_后腰_84
174	PAULINHO	中前卫		广州恒大	中超	巴西	181	81	31	右脚	84	27	90	82	81	80	82	82	78	76	83	72	71	75	76	83	83	82	75	86	76	79	80	40	40	40	40	40	3	3	6	3	PAULINHO_中前卫_84
175	A. AREOLA	门将		皇家马德里	西甲	法国	195	94	26	右脚	84	30	90	40	58	55	50	60	64	40	70	56	62	63	65	83	88	85	70	65	56	55	58	90	88	87	91	89	2	3	6	3	A. AREOLA_门将_84
176	LUCAS MOURA	右边锋		托特纳姆热刺	英超	巴西	172	72	27	右脚	84	29	91	84	81	86	77	75	73	82	60	74	72	89	93	78	72	65	82	77	51	53	70	40	40	40	40	40	2	3	6	3	LUCAS MOURA_右边锋_84
177	F. ACERBI	中后卫		拉齐奥	意甲	意大利	192	88	31	左脚	84	27	91	63	74	67	72	75	77	63	85	68	60	73	67	85	84	86	69	84	89	88	85	40	40	40	40	40	2	3	8	3	F. ACERBI_中后卫_84
178	J. DRAXLER	前腰		巴黎圣日耳曼	法甲	德国	187	76	26	右脚	84	30	92	77	88	85	84	88	85	75	67	71	83	80	87	84	63	69	73	77	54	57	62	40	40	40	40	40	2	4	5	1	J. DRAXLER_前腰_84
179	A. RABIOT	中前卫		尤文图斯	意甲	法国	189	71	24	左脚	84	34	92	75	85	82	79	81	82	72	75	66	69	76	79	82	78	84	78	83	78	82	75	40	40	40	40	40	1	2	5	2	A. RABIOT_中前卫_84
180	K. COMAN	左边锋		拜仁慕尼黑	其它欧洲	法国	178	71	23	右脚	84	35	92	73	84	88	84	75	70	78	62	70	81	94	95	79	75	64	86	80	54	53	50	40	40	40	40	40	3	3	5	1	K. COMAN_左边锋_84
181	J. BRANDT	左边锋		自由球员	自由球员	德国	185	82	23	右脚	84	35	92	81	86	87	84	82	77	77	64	76	75	87	84	81	69	74	79	74	55	54	49	40	40	40	40	40	3	3	6	3	J. BRANDT_左边锋_84
182	M. GINTER	中后卫		自由球员	自由球员	德国	188	83	25	右脚	84	33	91	67	81	72	70	85	83	69	85	60	76	77	74	75	78	80	75	85	89	83	79	40	40	40	40	40	2	3	7	2	M. GINTER_中后卫_84
183	TALISCA	前腰		广州恒大	中超	巴西	191	80	25	左脚	84	33	91	77	83	82	82	82	84	83	87	90	90	74	77	86	78	72	77	85	50	50	60	40	40	40	40	40	2	1	7	3	TALISCA_前腰_84
184	F. BERNARDESCHI	右边锋		尤文图斯	意甲	意大利	185	77	25	左脚	84	33	92	79	85	86	85	80	77	76	65	81	83	83	86	83	67	77	82	82	52	54	69	40	40	40	40	40	2	3	5	2	F. BERNARDESCHI_右边锋_84
185	A. BELOTTI	中锋		都灵	意甲	意大利	181	72	26	右脚	84	30	91	85	78	76	78	72	66	84	84	72	66	82	79	86	86	82	77	85	59	54	74	40	40	40	40	40	3	3	5	2	A. BELOTTI_中锋_84
186	T. LEMAR	左边锋		马德里竞技	西甲	法国	171	62	24	左脚	84	34	91	77	84	84	86	83	76	73	64	80	80	85	89	80	72	68	86	79	62	62	64	40	40	40	40	40	1	1	5	1	T. LEMAR_左边锋_84
187	T. PARTEY	后腰		马德里竞技	西甲	加纳	185	78	26	右脚	84	30	91	77	87	77	76	83	76	71	72	61	59	76	77	82	82	82	67	87	82	87	82	40	40	40	40	40	3	3	6	2	T. PARTEY_后腰_84
188	A. MERET	门将		那不勒斯	意甲	意大利	190	82	22	左脚	84	39	91	42	60	51	47	60	61	42	60	55	43	65	65	79	86	78	58	59	50	50	47	90	87	91	93	89	2	2	7	2	A. MERET_门将_84
189	D. SÁNCHEZ	中后卫		托特纳姆热刺	英超	哥伦比亚	187	81	23	右脚	84	35	92	59	73	65	70	75	71	60	84	57	60	82	76	76	83	89	65	81	87	91	88	40	40	40	40	40	2	3	5	2	D. SÁNCHEZ_中后卫_84
190	B. PAVARD	右后卫		拜仁慕尼黑	其它欧洲	法国	186	76	23	右脚	84	35	92	67	78	73	70	80	83	66	83	60	75	82	76	75	87	80	75	82	84	83	77	40	40	40	40	40	2	2	6	2	B. PAVARD_右后卫_84
191	D. ALLI	前腰		托特纳姆热刺	英超	英格兰	188	76	23	右脚	84	35	92	83	85	83	88	84	76	78	80	69	75	75	75	78	69	71	75	88	69	69	85	40	40	40	40	40	2	2	5	2	D. ALLI_前腰_84
192	N. PÉPÉ	右边锋		阿森纳	英超	科特迪瓦	183	73	24	左脚	84	34	92	80	83	88	87	75	79	78	62	83	78	89	91	78	66	66	80	81	50	52	52	40	40	40	40	40	2	2	6	3	N. PÉPÉ_右边锋_84
193	L. TORREIRA	后腰		阿森纳	英超	乌拉圭	166	65	23	右脚	84	35	93	66	82	77	85	84	78	66	60	79	70	76	81	81	71	67	90	86	86	86	87	40	40	40	40	40	2	2	6	3	L. TORREIRA_后腰_84
194	RICHARLISON	左边锋		埃弗顿	英超	巴西	179	71	22	右脚	84	39	94	78	84	85	88	76	71	81	79	66	70	88	85	80	80	82	75	79	53	60	74	40	40	40	40	40	3	4	6	2	RICHARLISON_左边锋_84
195	H. LOZANO	左边锋		那不勒斯	意甲	墨西哥	177	70	24	右脚	84	34	92	77	85	84	87	79	80	82	63	69	77	88	90	79	68	66	84	77	53	50	68	40	40	40	40	40	3	3	5	2	H. LOZANO_左边锋_84
196	T. NDOMBÈLÉ	中前卫		托特纳姆热刺	英超	法国	181	76	23	右脚	84	35	92	74	85	83	77	83	79	71	65	62	68	82	85	82	79	76	84	83	83	82	75	40	40	40	40	40	2	3	6	2	T. NDOMBÈLÉ_中前卫_84
197	K. PIĄTEK	中锋		自由球员	自由球员	波兰	183	77	24	右脚	84	34	92	86	78	73	77	71	66	87	84	66	69	80	81	85	85	84	73	81	53	54	61	40	40	40	40	40	3	3	7	3	K. PIĄTEK_中锋_84
198	JOÃO FÉLIX	影锋		马德里竞技	西甲	葡萄牙	180	64	20	右脚	84	48	95	80	87	85	85	82	78	83	77	58	52	83	86	80	77	64	85	80	47	41	62	40	40	40	40	40	3	3	6	3	JOÃO FÉLIX_影锋_84
199	J. MILNER	中前卫		利物浦	英超	英格兰	175	70	33	右脚	83	26	88	75	78	76	84	83	85	68	68	79	80	70	72	82	66	75	74	86	75	79	83	40	40	40	40	40	2	3	6	3	J. MILNER_中前卫_83
200	ALBIOL	中后卫		比利亚雷尔	西甲	西班牙	190	82	34	右脚	83	24	88	59	75	64	59	77	74	64	85	63	59	73	70	75	82	85	70	77	90	88	82	40	40	40	40	40	2	2	6	2	ALBIOL_中后卫_83
201	SANTI CAZORLA	中前卫		比利亚雷尔	西甲	西班牙	168	65	35	右脚	83	22	88	79	92	83	86	85	84	75	62	79	85	66	72	78	65	64	89	71	68	65	68	40	40	40	40	40	4	4	5	1	SANTI CAZORLA_中前卫_83
202	HULK	右边锋		上海上港	中超	巴西	180	85	33	左脚	83	26	89	81	80	83	79	80	80	82	68	83	80	81	82	95	67	91	64	78	50	51	80	40	40	40	40	40	2	2	7	2	HULK_右边锋_83
203	R. FALCAO	中锋		加拉塔萨雷	土超	哥伦比亚	177	72	33	右脚	83	26	90	88	84	75	83	70	65	86	83	77	80	75	76	82	84	74	78	75	45	47	58	40	40	40	40	40	2	3	6	1	R. FALCAO_中锋_83
204	L. LÓPEZ	中锋		阿韦亚内达竞赛	阿甲	阿根廷	174	74	36	右脚	83	21	88	85	82	78	73	80	72	82	78	70	77	74	68	76	82	78	79	76	65	56	70	40	40	40	40	40	3	3	5	1	L. LÓPEZ_中锋_83
205	É. BANEGA	中前卫		塞维利亚	西甲	阿根廷	174	71	31	右脚	83	27	89	73	87	83	86	85	81	70	62	77	72	71	73	75	64	78	90	80	61	71	77	40	40	40	40	40	2	2	5	3	É. BANEGA_中前卫_83
206	F. MUSLERA	门将		加拉塔萨雷	土超	乌拉圭	190	84	33	右脚	83	26	89	42	64	57	65	71	76	42	60	60	51	69	68	84	85	82	71	66	59	47	55	90	88	86	95	87	2	2	7	3	F. MUSLERA_门将_83
207	A. KOLAROV	左后卫		罗马	意甲	塞尔维亚	187	81	34	左脚	83	24	89	74	76	78	79	76	84	70	76	85	81	74	72	90	78	81	61	83	79	77	84	40	40	40	40	40	1	2	6	2	A. KOLAROV_左后卫_83
208	M. SISSOKO	中前卫		托特纳姆热刺	英超	法国	187	83	30	右脚	83	28	89	73	78	81	70	80	76	69	74	74	71	84	78	86	79	90	70	91	74	81	85	40	40	40	40	40	2	3	6	2	M. SISSOKO_中前卫_83
209	C. STUANI	中锋		吉罗纳	西乙	乌拉圭	186	77	33	右脚	83	26	90	86	76	73	75	73	69	88	86	70	70	77	74	83	88	81	72	83	50	56	77	40	40	40	40	40	2	2	6	1	C. STUANI_中锋_83
210	JOSÉ CALLEJÓN	右边锋		那不勒斯	意甲	西班牙	178	73	32	右脚	83	27	90	85	84	81	80	80	74	79	65	70	75	85	84	80	75	61	75	90	66	59	57	40	40	40	40	40	2	2	6	3	JOSÉ CALLEJÓN_右边锋_83
211	PEDRO	右边锋		切尔西	英超	西班牙	169	65	32	右脚	83	27	89	83	85	84	84	82	79	80	60	64	82	78	84	76	68	65	85	75	50	52	61	40	40	40	40	40	3	4	6	3	PEDRO_右边锋_83
212	J. CILLESSEN	门将		瓦伦西亚	西甲	荷兰	185	83	30	右脚	83	28	88	46	62	64	46	71	70	46	60	55	46	68	71	84	82	81	64	70	74	49	53	89	91	86	90	89	2	2	6	3	J. CILLESSEN_门将_83
213	P. GULÁCSI	门将		自由球员	自由球员	匈牙利	192	86	29	右脚	83	28	88	40	55	45	46	58	66	40	73	55	42	61	57	75	85	83	61	68	60	52	47	90	84	88	86	90	2	2	7	3	P. GULÁCSI_门将_83
214	S. EL SHAARAWY	左边锋		上海申花	中超	意大利	178	72	27	右脚	83	30	91	82	86	84	85	75	75	82	62	73	83	87	88	81	65	67	80	77	45	52	63	40	40	40	40	40	2	2	6	2	S. EL SHAARAWY_左边锋_83
215	J. ZOET	门将			荷甲	荷兰	186	76	28	右脚	83	28	88	42	69	55	46	67	71	43	61	61	50	67	65	83	87	84	69	75	67	57	47	89	87	88	89	86	2	2	6	3	J. ZOET_门将_83
216	X. SHAQIRI	右边锋		利物浦	英超	瑞士	169	72	28	左脚	83	28	90	80	83	84	80	80	77	76	55	84	85	84	87	82	60	70	85	76	46	50	78	40	40	40	40	40	2	3	5	2	X. SHAQIRI_右边锋_83
217	J. CUADRADO	右前卫		尤文图斯	意甲	哥伦比亚	179	72	31	右脚	83	27	89	75	84	85	84	77	78	70	70	72	76	87	87	83	75	65	80	80	63	65	80	40	40	40	40	40	2	3	5	1	J. CUADRADO_右前卫_83
218	J. MATIP	中后卫		利物浦	英超	喀麦隆	195	90	28	右脚	83	28	90	62	73	69	74	80	77	56	90	56	68	73	68	78	76	90	61	83	86	87	85	40	40	40	40	40	1	2	6	2	J. MATIP_中后卫_83
219	PIZZI	右前卫		本菲卡	葡甲	葡萄牙	179	72	30	右脚	83	28	88	77	85	84	83	87	86	78	60	81	85	75	77	80	70	70	84	86	69	62	67	40	40	40	40	40	2	2	7	3	PIZZI_右前卫_83
220	RODRIGO	中锋		瓦伦西亚	西甲	西班牙	182	77	28	左脚	83	28	89	82	88	85	78	78	69	84	73	72	76	85	85	81	74	69	78	82	43	41	49	40	40	40	40	40	1	1	5	1	RODRIGO_中锋_83
221	I. GUEYE	中前卫		巴黎圣日耳曼	法甲	塞内加尔	174	66	30	右脚	83	28	89	67	82	77	83	79	77	63	72	65	58	76	80	82	85	74	82	88	88	91	90	40	40	40	40	40	2	2	7	3	I. GUEYE_中前卫_83
222	J. ILIČIĆ	前腰		亚特兰大	意甲	斯洛文尼亚	190	79	31	左脚	83	27	90	83	88	85	82	82	81	80	65	83	85	77	72	87	66	78	71	79	43	42	64	40	40	40	40	40	2	2	4	2	J. ILIČIĆ_前腰_83
223	SERGI ROBERTO	右后卫		巴塞罗那	西甲	西班牙	178	68	27	右脚	83	30	90	72	82	80	83	85	84	67	62	69	74	82	78	71	71	72	79	85	75	79	77	40	40	40	40	40	1	2	6	3	SERGI ROBERTO_右后卫_83
224	PABLO SARABIA	右前卫		巴黎圣日耳曼	法甲	西班牙	178	70	27	左脚	83	30	89	75	85	87	82	79	81	80	60	77	74	86	85	72	63	73	86	82	68	61	68	40	40	40	40	40	1	2	6	1	PABLO SARABIA_右前卫_83
225	S. SAVIĆ	中后卫		马德里竞技	西甲	黑山	187	79	28	右脚	83	28	90	63	73	67	65	72	76	59	87	58	60	74	72	71	86	86	68	78	88	87	84	40	40	40	40	40	3	2	4	1	S. SAVIĆ_中后卫_83
226	G. SIGURÐSSON	前腰		埃弗顿	英超	冰岛	186	79	30	右脚	83	28	89	76	86	78	80	83	84	81	62	86	87	74	70	84	70	76	83	79	60	62	66	40	40	40	40	40	2	3	7	2	G. SIGURÐSSON_前腰_83
227	DUDU	右前卫		帕尔梅拉斯	巴甲	巴西	166	63	27	右脚	83	30	90	79	83	87	88	78	79	78	63	75	77	86	88	80	68	64	85	80	50	49	65	40	40	40	40	40	3	3	7	2	DUDU_右前卫_83
228	FELIPE ANDERSON	左前卫		西汉姆联	英超	巴西	175	69	26	右脚	83	31	91	76	86	88	87	80	79	74	62	70	70	88	91	84	60	65	78	76	55	58	65	40	40	40	40	40	3	4	6	2	FELIPE ANDERSON_左前卫_83
229	S. BERGHUIS	右边锋		费耶诺德	荷甲	荷兰	182	72	28	左脚	83	28	88	79	84	84	85	79	80	77	66	79	85	78	82	84	70	73	77	72	52	56	66	40	40	40	40	40	2	2	5	2	S. BERGHUIS_右边锋_83
230	S. ARIAS	右后卫		马德里竞技	西甲	哥伦比亚	178	72	27	右脚	83	30	90	73	78	77	79	76	72	66	66	71	72	84	82	72	77	75	76	82	75	76	83	40	40	40	40	40	3	3	6	2	S. ARIAS_右后卫_83
231	G. PEZZELLA	中后卫		佛罗伦萨	意甲	阿根廷	187	82	28	右脚	83	28	91	63	70	68	71	75	70	60	87	56	63	75	73	77	87	86	68	82	88	86	87	40	40	40	40	40	3	2	7	3	G. PEZZELLA_中后卫_83
